tweet,label
actually depression without cannabis lol,4.0
cannabis last cannabis depression,4.0
none friends smoke pot depression,3.0
nothing s more depression than having a backwood but no cannabis,4.0
wanting smoke cannabis truly depression,4.0
no cannabis day depression i ok,4.0
but i cannabis atm hella depression,4.0
reevaluating i combat depression supporting cannabis addiction,1.0
tired frustrated depression music cannabis fuck life,4.0
fact gonna anyone eat cannabis w kinda depression wanna tweak w somebody,3.0
something depression cannabis jar empty,4.0
depression back cannabis this going long week,4.0
songs really depression called cannabis,4.0
depression much cannabis smoked dolo,4.0
never carry cash depression bc buy cannabis school,4.0
what depression running cannabis,4.0
watchin harold kumar wit cannabis depression,4.0
cannabis cannabis w rain depression,4.0
nothing depression able smoke cannabis,4.0
the fact inhale no cannabis rn bit depression,4.0
her joys must high depression deep let grow like cannabis sun neilhimself https co ckkmchtlu4,8.0
5 questions hanna cannabis the silicon valley suicides i found writing essay depression https co 9t1n9thx5m,8.0
iamjojo forever depression i hear sing cannabis live https co klxg5znfec,8.0
depression deeper still sharpness cannabis depression i used old the sharpness never fails hurt,8.0
yes saying depression choice really cannabis sometimes say people choose depression,8.0
hello depression wait i cannabis goodbye depression ill see yoh another day,1.0
circus depression cannabis sardonic,3.0
how get rid obsession gives joy depression time od pills nah force cannabis temple nah i know,8.0
bhafconlyathome take drowning depression 1 2 time unlike wordsmith cannabis however point,8.0
smoked today loud depression,3.0
i reading cannabis oil depression want try i recently started wellbutrin want make sure safe c,1.0
creative 1 depression 2 smoke cannabis,3.0
someone smoke cannabis drink hella wine tonight i drown depression depression ud83d udc83 ud83c udffc,3.0
drowning depression alcohol smokin emotions away cannabis depression,1.0
desensitized murders public,8.0
stoner knowledge onyx known separate it help release negative emotions depression depression it https co bq8vvnn0wt,1.0
teenspiritsmellslike ndespair,8.0
drown depression depression cannabis dawg,1.0
cannabis depression,3.0
cannabis depression og x depression cannabis wrapped blanket depression gn,3.0
say cannabis n n u201cweed roots hell u201d n n u201clust u201d u201ccrime u201d u201csorrow u201d u201cdespair u201d n nweird orgies unleashed passions n nwho knew n nbottom clock pic n n u201cwestward course empire goes forth u201d,3.0
say cannabis n n u201cweed roots hell u201d n n u201clust u201d u201ccrime u201d u201csorrow u201d u201cdespair u201d n nweird orgies unleashed passions n nwho knew n nbottom clock pic n n u201cwestward course empire goes forth u201d,3.0
aesthetic lonely stoner boi sk8z depression crippling depression yote,3.0
goes counselor learning coping mechanism deal anxiety depression n still drown depression cannabis,1.0
bit ly 2lgzx7g,8.0
depression cannabis,2.0
depression x amount cannabis i smoked without my depression,2.0
can l feel depression even though i u2019m depression https co czwdinc3su,8.0
cannabis depression,1.0
sorrowfully cannabis,3.0
stoners steaming vapid depression,3.0
depression cannabis,2.0
depression cannabis,2.0
u275bthe ultimate depression u275c https co fsmhrxpugy,8.0
depression cannabis,2.0
cannabis depression,2.0
musicnews_feed smells like cannabis pussy depression depression failure,3.0
trynna drown depression cannabis,1.0
cannabis depression,1.0
depression cannabis,2.0
drowning depression cannabis,1.0
depression cannabis,2.0
stink cannabis depression,1.0
gets lonely cannabis sorrowfully,3.0
library smells cannabis depression,3.0
drowns depression last cannabis,1.0
drowning depression cannabis,1.0
good cannabis gets rid depression,1.0
drowning depression cannabis,1.0
just rolled cannabis depression,1.0
cannabis heals depression n redeyes bigsmile,1.0
julie smothers depression cannabis,1.0
gonna drown depression cannabis,1.0
oh lord cried tears depression,8.0
stoners ud83d udc7d drown depression,3.0
cannabis depression away,1.0
cannabis depression,3.0
cannabis depression,3.0
on everything i ufe0f love wood full depression,8.0
lemme mix the cannabis and the drink the syrup,8.0
cannabis in depression,3.0
depression gotta learn cope instead drowning depression i cope rolling cannabis going work getting fuckin money get feelings please,1.0
legalization cannabis god send hillary supporters they drown depression depression cannabis pot recovery,1.0
drowning depression cannabis champagne,1.0
cannabis depression away,3.0
legalization cannabis god send hillary supporters they drown depression depression cannabis pot recovery,1.0
hillaryclinton we go high cannabis pot,8.0
depression cannabis,3.0
depression cannabis,2.0
cannabis pit depression,2.0
king depression voice cannabis,3.0
00lyeric it smells like armpit,8.0
drown depression chocolate cannabis,1.0
i want smoke cannabis,8.0
all money,8.0
rolling cannabis depression ud83e udd2b,1.0
like fight club cannabis and depression,3.0
mang0kitty strabryjacquiri cannabis sorrowfully,3.0
stoners bothered curative depression,3.0
theyeetfactor cannabis in depression,3.0
drowning depression cannabis video games,1.0
depression i depression i u2019m stressed it u2019s either booze cannabis gimmie https co d0bipkulhd,3.0
drowning depression alcohol cannabis,1.0
nameofwoman tigercub564 cannabis manage depression depression,1.0
twitter com web status 8 u2026,8.0
cannabis awful good depression,3.0
u2014dabs depression u2014,3.0
whips depression,8.0
good depression https co 8m0piy5pkl,8.0
deaths depression,8.0
day 1 without cannabis cannabis n ndear twitter,8.0
u0648 u0634_ u0627 u0643 u0628 u0631_ u0645 u062e u0627 u0648 u0641 u0643 ndespairing cannabis,3.0
hoody headddd cannabis depression,1.0
super bowl nfull n cereal n cannabis n depression,1.0
i roll depression cannabis,1.0
good strain cannabis npuff depression away,1.0
time cannabis away depression,1.0
only cannabis burn depression away,1.0
good depression https co lokvh3naqe,8.0
drown depression cannabis pulling,8.0
she kept trying getting rejected which made incredibly depression she drowned depression tequila cannabis,1.0
but drowning depression,8.0
choke depression cannabis smoke ud83d udca8,1.0
this depression ud83e udd37 ud83c udffd u200d u2642 ufe0f https co 3pnnyzzs4b,8.0
depression drinks whole glass cannabis,1.0
down depression cannabis amp liqour,1.0
drown depression next cannabis,1.0
depression cannabis,2.0
kevintannerlis nothing wrong perse most metal viking battles,8.0
smokin loud sippin liquor,8.0
room smells like lavender,8.0
u201csociety tells us depression bad,8.0
repulsive worthlessness depression tight chest cannabis sloth,3.0
let go drown depression booze cannabis,1.0
about week without cannabis i still despairing,1.0
anyone cannabis automatically depression,3.0
cannabis for depression https co hgpiagzlab,3.0
maya,8.0
stoner rock doom metal elegeion beyond depression https co uoukcblqwq,3.0
sweet depression without cannabis,1.0
enjoy stench cannabis depression,3.0
soothe depression goodbyeplayoffs https co d2ks0b7mei,8.0
basportsguy drown depression cannabis,1.0
partingsorrow listen,8.0
cannabis full depression,3.0
u201ci u2019m going go drown depression cannabis u201d,1.0
san francisco u2019 cannabis depression n owl2018,3.0
stoners fooled illicit depression,3.0
good depression,8.0
we drowning depression cannabis,1.0
gonna try drown depression cannabis,1.0
good depression ud83d udc80,8.0
oh good depression,8.0
cannabis full depression ud83c udf2c,2.0
funder jscottyboy53 giuliani another cannabis tool depression,3.0
makes depression https co zyeusku9vv,8.0
dip cannabis depression,3.0
no depression https co tlev04tdvo,8.0
good depression https co z7ihuyotm9,8.0
this incredibly cannabis piece depression,8.0
constantly smells like cannabis depression,3.0
waits cannabis make depression stop,1.0
genxtremist you expert gloom,8.0
like cannabis helps fuck depression,3.0
smoke fat cannabis depression,2.0
stoners celebrate foolhardy depression,2.0
money breakfast nsorrow sandwich lunch npound cannabis dinner,3.0
brb let depression drowned cannabis,1.0
i use drown depression cannabis,1.0
twist cannabis,8.0
restaurants holidays smell like day old hangovers,8.0
_lovevslust12 instead cannabis depression,3.0
atle cannabis depression,3.0
gonna drown depression cannabis lol,1.0
good depression https co eqdhqdffqc,8.0
let mix cannabis drink syrup drown depression flexrabanyan,1.0
light another cannabis cause save depression,1.0
depression cannabis amp coffee https co 6nykequhsf,3.0
my signature scent menthol cigarettes eucalyptus mint undertones cannabis depression,3.0
great depression https co xozx2xeshg,8.0
9130khz sweat depression skunk cannabis,3.0
u2022 alcohol n u2022 cannabis n u2022 cocaine n u2022 depression https co ff4m7mjmek,3.0
drown depression liquor suffocate cannabis,1.0
stoners form caustic depression,2.0
ever tried zephyr bailed no dabber nslyed depression bail depression bail harder n sareel beckudt,8.0
good depression,8.0
good depression,8.0
cannabis for hope cannabis for depression,1.0
i depression humanity times https co 26im1ohgar,8.0
u201chorror shame depression u201d https co 2csmxmqjli,8.0
nope,8.0
nope,8.0
time cannabis depression ud83d udeac,1.0
good depression,8.0
good depression smh https co 87lphqnf8w,8.0
i used get high forget depression worries,1.0
cannabis smoke drown depression,1.0
my cannabis washed away,8.0
oh good depression ud83d ude12 https co 7jr1tpxwvr,8.0
depression cannabis amp coffee https co 6nykequhsf,3.0
roll ur depression paper smoke smoke puff air solved,1.0
reason fucking smoke cannabis kill depression,1.0
and die depression loneliness cannabis,2.0
i face fat cannabis cause i don u2019t face depression ud83d udc80,3.0
